"GEO_ID","NAME","P012A001","P012A002","P012A003","P012A004","P012A005","P012A006","P012A007","P012A008","P012A009","P012A010","P012A011","P012A012","P012A013","P012A014","P012A015","P012A016","P012A017","P012A018","P012A019","P012A020","P012A021","P012A022","P012A023","P012A024","P012A025","P012A026","P012A027","P012A028","P012A029","P012A030","P012A031","P012A032","P012A033","P012A034","P012A035","P012A036","P012A037","P012A038","P012A039","P012A040","P012A041","P012A042","P012A043","P012A044","P012A045","P012A046","P012A047","P012A048","P012A049"
"id","Geographic Area Name","Total","Total!!Male","Total!!Male!!Under 5 years","Total!!Male!!5 to 9 years","Total!!Male!!10 to 14 years","Total!!Male!!15 to 17 years","Total!!Male!!18 and 19 years","Total!!Male!!20 years","Total!!Male!!21 years","Total!!Male!!22 to 24 years","Total!!Male!!25 to 29 years","Total!!Male!!30 to 34 years","Total!!Male!!35 to 39 years","Total!!Male!!40 to 44 years","Total!!Male!!45 to 49 years","Total!!Male!!50 to 54 years","Total!!Male!!55 to 59 years","Total!!Male!!60 and 61 years","Total!!Male!!62 to 64 years","Total!!Male!!65 and 66 years","Total!!Male!!67 to 69 years","Total!!Male!!70 to 74 years","Total!!Male!!75 to 79 years","Total!!Male!!80 to 84 years","Total!!Male!!85 years and over","Total!!Female","Total!!Female!!Under 5 years","Total!!Female!!5 to 9 years","Total!!Female!!10 to 14 years","Total!!Female!!15 to 17 years","Total!!Female!!18 and 19 years","Total!!Female!!20 years","Total!!Female!!21 years","Total!!Female!!22 to 24 years","Total!!Female!!25 to 29 years","Total!!Female!!30 to 34 years","Total!!Female!!35 to 39 years","Total!!Female!!40 to 44 years","Total!!Female!!45 to 49 years","Total!!Female!!50 to 54 years","Total!!Female!!55 to 59 years","Total!!Female!!60 and 61 years","Total!!Female!!62 to 64 years","Total!!Female!!65 and 66 years","Total!!Female!!67 to 69 years","Total!!Female!!70 to 74 years","Total!!Female!!75 to 79 years","Total!!Female!!80 to 84 years","Total!!Female!!85 years and over"
"1000000US370630010012005","Block 2005, Block Group 2, Census Tract 10.01, Durham County, North Carolina","11","7","1","1","0","0","0","0","0","0","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0"
"1000000US370630010012006","Block 2006, Block Group 2, Census Tract 10.01, Durham County, North Carolina","28","11","2","1","3","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","17","1","1","3","0","0","0","0","2","1","3","1","0","1","1","1","1","0","0","0","0","0","0","1"
"1000000US370630010012007","Block 2007, Block Group 2, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010012008","Block 2008, Block Group 2, Census Tract 10.01, Durham County, North Carolina","4","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010012009","Block 2009, Block Group 2, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010012011","Block 2011, Block Group 2, Census Tract 10.01, Durham County, North Carolina","28","14","1","2","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","0","1","0","14","2","0","2","1","0","0","1","0","2","0","1","0","1","0","1","1","1","0","0","0","0","1","0"
"1000000US370630010012014","Block 2014, Block Group 2, Census Tract 10.01, Durham County, North Carolina","14","7","4","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","0","2","0","0","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010012001","Block 2001, Block Group 2, Census Tract 10.01, Durham County, North Carolina","24","12","1","1","0","0","0","0","0","0","3","1","3","1","0","0","0","1","0","0","0","0","1","0","0","12","3","3","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1000000US370630010012004","Block 2004, Block Group 2, Census Tract 10.01, Durham County, North Carolina","13","8","0","1","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0"
"1000000US370630010012010","Block 2010, Block Group 2, Census Tract 10.01, Durham County, North Carolina","7","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1000000US370630010012013","Block 2013, Block Group 2, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010012015","Block 2015, Block Group 2, Census Tract 10.01, Durham County, North Carolina","7","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010012012","Block 2012, Block Group 2, Census Tract 10.01, Durham County, North Carolina","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"1000000US370630010013010","Block 3010, Block Group 3, Census Tract 10.01, Durham County, North Carolina","2","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013027","Block 3027, Block Group 3, Census Tract 10.01, Durham County, North Carolina","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013038","Block 3038, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013009","Block 3009, Block Group 3, Census Tract 10.01, Durham County, North Carolina","7","6","0","1","0","0","1","0","0","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1000000US370630010013011","Block 3011, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013012","Block 3012, Block Group 3, Census Tract 10.01, Durham County, North Carolina","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1000000US370630010013013","Block 3013, Block Group 3, Census Tract 10.01, Durham County, North Carolina","11","7","2","1","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1000000US370630010013014","Block 3014, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013015","Block 3015, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013016","Block 3016, Block Group 3, Census Tract 10.01, Durham County, North Carolina","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013017","Block 3017, Block Group 3, Census Tract 10.01, Durham County, North Carolina","4","3","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1000000US370630010013018","Block 3018, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013019","Block 3019, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013020","Block 3020, Block Group 3, Census Tract 10.01, Durham County, North Carolina","3","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1000000US370630010013021","Block 3021, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013022","Block 3022, Block Group 3, Census Tract 10.01, Durham County, North Carolina","4","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013023","Block 3023, Block Group 3, Census Tract 10.01, Durham County, North Carolina","7","3","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1000000US370630010013024","Block 3024, Block Group 3, Census Tract 10.01, Durham County, North Carolina","5","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1000000US370630010013025","Block 3025, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013026","Block 3026, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013028","Block 3028, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013030","Block 3030, Block Group 3, Census Tract 10.01, Durham County, North Carolina","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","5","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1000000US370630010013031","Block 3031, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013032","Block 3032, Block Group 3, Census Tract 10.01, Durham County, North Carolina","18","7","0","1","0","0","0","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","1","0","0","11","2","2","2","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013033","Block 3033, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013034","Block 3034, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013035","Block 3035, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013036","Block 3036, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013037","Block 3037, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013039","Block 3039, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013040","Block 3040, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013041","Block 3041, Block Group 3, Census Tract 10.01, Durham County, North Carolina","4","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1000000US370630010013042","Block 3042, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013043","Block 3043, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013044","Block 3044, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013029","Block 3029, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013001","Block 3001, Block Group 3, Census Tract 10.01, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013002","Block 3002, Block Group 3, Census Tract 10.01, Durham County, North Carolina","6","5","0","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013003","Block 3003, Block Group 3, Census Tract 10.01, Durham County, North Carolina","6","3","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0"
"1000000US370630010013005","Block 3005, Block Group 3, Census Tract 10.01, Durham County, North Carolina","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013000","Block 3000, Block Group 3, Census Tract 10.01, Durham County, North Carolina","19","9","0","0","1","0","1","0","0","0","0","1","0","2","0","1","0","0","0","0","0","1","0","0","2","10","0","1","0","0","0","0","0","0","1","1","0","0","2","1","0","0","2","1","0","0","0","0","1"
"1000000US370630010013004","Block 3004, Block Group 3, Census Tract 10.01, Durham County, North Carolina","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010013006","Block 3006, Block Group 3, Census Tract 10.01, Durham County, North Carolina","13","6","0","0","0","1","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","0","0","3","0","0","2","0","0","1","0","0","0","0","0","0"
"1000000US370630010013007","Block 3007, Block Group 3, Census Tract 10.01, Durham County, North Carolina","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0"
"1000000US370630010013008","Block 3008, Block Group 3, Census Tract 10.01, Durham County, North Carolina","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021000","Block 1000, Block Group 1, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021001","Block 1001, Block Group 1, Census Tract 10.02, Durham County, North Carolina","5","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"1000000US370630010021002","Block 1002, Block Group 1, Census Tract 10.02, Durham County, North Carolina","82","45","6","8","11","5","2","0","0","1","6","0","1","1","1","1","2","0","0","0","0","0","0","0","0","37","8","5","3","3","0","0","1","3","3","3","5","1","0","0","1","0","0","0","0","0","1","0","0"
"1000000US370630010021003","Block 1003, Block Group 1, Census Tract 10.02, Durham County, North Carolina","16","5","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","1","1","0","1","0","0","3","0","3","0","0","0","0","1","0","1","0"
"1000000US370630010021004","Block 1004, Block Group 1, Census Tract 10.02, Durham County, North Carolina","8","4","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"1000000US370630010021005","Block 1005, Block Group 1, Census Tract 10.02, Durham County, North Carolina","13","5","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","8","0","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","1","1"
"1000000US370630010021006","Block 1006, Block Group 1, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021007","Block 1007, Block Group 1, Census Tract 10.02, Durham County, North Carolina","13","7","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","3","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0","1","0"
"1000000US370630010021009","Block 1009, Block Group 1, Census Tract 10.02, Durham County, North Carolina","8","5","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0"
"1000000US370630010021010","Block 1010, Block Group 1, Census Tract 10.02, Durham County, North Carolina","13","8","2","0","0","0","0","1","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021011","Block 1011, Block Group 1, Census Tract 10.02, Durham County, North Carolina","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1000000US370630010021012","Block 1012, Block Group 1, Census Tract 10.02, Durham County, North Carolina","155","86","15","4","6","3","1","1","1","9","11","12","11","5","5","1","0","1","0","0","0","0","0","0","0","69","11","6","6","2","1","1","0","5","9","13","7","1","3","2","1","0","0","1","0","0","0","0","0"
"1000000US370630010021013","Block 1013, Block Group 1, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021014","Block 1014, Block Group 1, Census Tract 10.02, Durham County, North Carolina","21","14","4","0","0","0","1","1","0","4","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","7","3","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021015","Block 1015, Block Group 1, Census Tract 10.02, Durham County, North Carolina","16","8","1","0","1","0","0","0","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","8","0","2","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0"
"1000000US370630010021016","Block 1016, Block Group 1, Census Tract 10.02, Durham County, North Carolina","13","12","1","1","0","0","2","0","1","0","2","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021017","Block 1017, Block Group 1, Census Tract 10.02, Durham County, North Carolina","5","3","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021018","Block 1018, Block Group 1, Census Tract 10.02, Durham County, North Carolina","102","65","8","3","0","1","1","2","0","2","8","10","5","5","6","4","6","1","0","1","0","0","0","2","0","37","5","0","1","1","1","2","0","6","4","2","4","2","0","3","3","0","1","0","0","0","2","0","0"
"1000000US370630010021019","Block 1019, Block Group 1, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021020","Block 1020, Block Group 1, Census Tract 10.02, Durham County, North Carolina","10","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","5","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1"
"1000000US370630010021021","Block 1021, Block Group 1, Census Tract 10.02, Durham County, North Carolina","13","7","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","2","2","0","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","2","0"
"1000000US370630010021022","Block 1022, Block Group 1, Census Tract 10.02, Durham County, North Carolina","6","3","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021023","Block 1023, Block Group 1, Census Tract 10.02, Durham County, North Carolina","9","4","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","2","0","0","0"
"1000000US370630010021024","Block 1024, Block Group 1, Census Tract 10.02, Durham County, North Carolina","7","5","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1000000US370630010021025","Block 1025, Block Group 1, Census Tract 10.02, Durham County, North Carolina","4","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1000000US370630010021026","Block 1026, Block Group 1, Census Tract 10.02, Durham County, North Carolina","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010021008","Block 1008, Block Group 1, Census Tract 10.02, Durham County, North Carolina","39","28","2","2","1","0","1","1","1","3","3","3","2","0","2","2","3","0","0","0","0","0","1","0","1","11","1","0","0","0","1","1","0","0","1","2","1","1","1","1","0","0","0","1","0","0","0","0","0"
"1000000US370630010022000","Block 2000, Block Group 2, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010022001","Block 2001, Block Group 2, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010022002","Block 2002, Block Group 2, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US370630010022003","Block 2003, Block Group 2, Census Tract 10.02, Durham County, North Carolina","29","17","2","1","1","0","0","0","1","0","0","5","3","2","0","1","0","0","0","0","0","1","0","0","0","12","1","2","2","1","0","0","0","2","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1000000US370630010022004","Block 2004, Block Group 2, Census Tract 10.02, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
